,,,,,BI,BI,BI,PD,PD,PD,PIP,PIP,PIP,COMP,COMP,COMP,COLL,COLL,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,,,BI,PD,PIP,COMP,COLL,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,AK,2013.0000000000,Q3,2013 Q3,98738.0000000000,12504800.0000000000,723.0000000000,98738.0000000000,9139167.0000000000,2648.0000000000,0.0000000000,0.0000000000,0.0000000000,78239.0000000000,4195057.0000000000,5859.0000000000,68751.0000000000,9688479.0000000000,2927.0000000000,0.0073224088,0.0268184488,0.0000000000,0.0748859265,0.0425739262,17295.7123098202,3451.3470543807,0.0000000000,716.0022188087,3310.0372394944,126.6462760032,92.5597743523,0.0000000000,53.6184895001,140.9212811450,9151.6415680637,1.5529400795,0.0113712621,0.0416474440,0.0000000000,0.1162933566,0.0661147563,0.5728655744,0.4271344256,1634.9693995506,19.2500000000,19.1000000000,0.3964275998,0.5082990879,0.4917009121,0.0398945965,0.0344224351,0.7962279328,8.6500000000,#REF!,544322.3478591140,77198.7765003253,112.2961965665,47.2615164663,11.1265910725,0.0052125000,0.0377177091,Tort,Pure Comparative Fault,N,528247.5000000000,31928.7965000000,16.5445478034
Arizona,AZ,2013.0000000000,Q3,2013 Q3,702228.0000000000,97580215.0000000000,6976.0000000000,702228.0000000000,72997928.0000000000,22474.0000000000,0.0000000000,0.0000000000,0.0000000000,585616.0000000000,56319095.0000000000,97411.0000000000,565626.0000000000,84837615.0000000000,26717.0000000000,0.0099340955,0.0320038506,0.0000000000,0.1663393760,0.0472343916,13987.9895355505,3248.1057221678,0.0000000000,578.1594994405,3175.4169629824,138.9580236049,103.9518902693,0.0000000000,96.1706903500,149.9888884174,12683.5001967491,1.1205070181,0.0111312237,0.0358605392,0.0000000000,0.1863844382,0.0529264673,0.7612246947,0.2387753053,2268.6486346247,24.4500000000,28.0500000000,0.3079336377,0.8556668166,0.1443331834,0.0352939947,0.0617585501,0.8740905917,2.8850000000,#REF!,772800.3706675870,172042.7245180390,16.4070990551,2.5613176588,3.2016763092,0.0066225000,0.0354247300,Tort,Pure Comparative Fault,N,4767982.2500000000,143765.2230000000,33.1650600229
Arkansas,AR,2013.0000000000,Q3,2013 Q3,275605.0000000000,26516824.0000000000,2469.0000000000,275605.0000000000,27052067.0000000000,8346.0000000000,0.0000000000,0.0000000000,0.0000000000,205193.0000000000,14642897.0000000000,12031.0000000000,199315.0000000000,35389455.0000000000,10334.0000000000,0.0089584732,0.0302824695,0.0000000000,0.0586326044,0.0518475780,10739.9044147428,3241.3212317278,0.0000000000,1217.0972487740,3424.5650280627,96.2131456251,98.1552112625,0.0000000000,71.3615815354,177.5554022527,16113.0226203767,0.8820164484,0.0079015207,0.0267096362,0.0000000000,0.0517149215,0.0457304166,0.5173336635,0.4826663365,1761.3548787022,18.7750000000,25.1000000000,0.2597508233,0.7150888357,0.2849111643,0.0458468813,0.0786866530,0.9352034744,12.1800000000,#REF!,505430.8193972090,92985.5820221347,33.0586471600,7.7880836984,2.9095025584,0.0038400000,0.0415432503,Tort,Proportional Comparative Fault 50%,C,2079562.2500000000,208137.7650000000,9.9912778923
California,CA,2013.0000000000,Q3,2013 Q3,2951229.0000000000,366482232.0000000000,30623.0000000000,2951229.0000000000,345607185.0000000000,113020.0000000000,0.0000000000,0.0000000000,0.0000000000,2297513.0000000000,128711069.0000000000,112606.0000000000,2264704.0000000000,536425411.0000000000,152200.0000000000,0.0103763551,0.0382959099,0.0000000000,0.0490121275,0.0672052507,11967.5483133592,3057.9294372677,0.0000000000,1143.0214109373,3524.4770762155,124.1795306294,117.1061903363,0.0000000000,56.0219110839,236.8633653670,13503.6139200322,1.0524553700,0.0109206506,0.0403047361,0.0000000000,0.0515830767,0.0707305270,0.8384928686,0.1615071314,3283.7938301948,27.8000000000,28.0750000000,0.3652215572,0.5044124341,0.4955875659,0.0460343969,0.0527752250,0.8420426806,4.2375000000,#REF!,1219073.7140083600,316969.6061256200,10.5772445065,4.7181932754,5.4422631219,0.0067300000,0.0336005999,Tort,Pure Comparative Fault,N,24342926.2500000000,394566.5510000000,61.6953621342
Colorado,CO,2013.0000000000,Q3,2013 Q3,682481.0000000000,81505643.0000000000,4311.0000000000,682481.0000000000,65122971.0000000000,20960.0000000000,0.0000000000,0.0000000000,0.0000000000,547582.0000000000,82280005.0000000000,73264.0000000000,537945.0000000000,77832629.0000000000,24806.0000000000,0.0063166594,0.0307114777,0.0000000000,0.1337954863,0.0461125208,18906.4353978195,3107.0119751908,0.0000000000,1123.0618721337,3137.6533499960,119.4255122121,95.4209289343,0.0000000000,150.2606093699,144.6851053546,12250.1514082248,1.1601449248,0.0073282403,0.0356297650,0.0000000000,0.1552221544,0.0534972070,0.6805118467,0.3194881533,3174.6762771403,24.2000000000,27.4000000000,0.3859727589,0.5929175063,0.4070824937,0.0389174913,0.0591983498,0.8429811041,4.4450000000,#REF!,722863.2855244720,107154.8867837670,20.0127272358,9.6438445988,3.0320681771,0.0073300000,0.0319740925,Tort,Proportional Comparative Fault 50%,N,3830034.2500000000,184254.2100000000,20.7866851455
Connecticut,CT,2013.0000000000,Q3,2013 Q3,369514.0000000000,88682832.0000000000,3799.0000000000,369514.0000000000,50594695.0000000000,15490.0000000000,0.0000000000,0.0000000000,0.0000000000,317533.0000000000,16456310.0000000000,20332.0000000000,281319.0000000000,56588048.0000000000,16862.0000000000,0.0102810719,0.0419199273,0.0000000000,0.0640311401,0.0599390727,23343.7304553830,3266.2811491285,0.0000000000,809.3797953964,3355.9511327245,239.9985710961,136.9222681685,0.0000000000,51.8255110492,201.1525990068,12302.3994477154,1.1552178130,0.0118768774,0.0484266467,0.0000000000,0.0739699136,0.0692426845,0.8722388891,0.1277611109,3564.6713460447,24.8250000000,28.4000000000,0.3174492290,0.7105757287,0.2894242713,0.0360444643,0.0743312373,0.8637864817,11.1350000000,#REF!,818005.6114683550,310530.7289567980,25.4532359237,3.6788107347,0.5983587696,0.0032950000,0.0325702683,Tort,Proportional Comparative Fault 51%,N,2521994.5000000000,45722.6450000000,55.1585434307
Delaware,DE,2013.0000000000,Q3,2013 Q3,126505.0000000000,22677318.0000000000,1317.0000000000,126505.0000000000,16127859.0000000000,5157.0000000000,126505.0000000000,15722961.0000000000,3233.0000000000,105347.0000000000,6346709.0000000000,5249.0000000000,100309.0000000000,17023495.0000000000,6265.0000000000,0.0104106557,0.0407651871,0.0255563021,0.0498258137,0.0624570078,17218.9202733485,3127.3723094823,4863.2728116301,1209.1272623357,2717.2378292099,179.2602505830,127.4879174736,124.2872692779,60.2457497603,169.7105444177,12834.8467985547,1.1072941662,0.0115276583,0.0451390539,0.0282983443,0.0551718329,0.0691582804,0.6685817286,0.3314182714,4688.9515540107,25.0250000000,27.7000000000,0.2852547935,0.5309037183,0.4690962817,0.0488584486,0.0763572601,0.8944901117,13.0150000000,#REF!,912203.4941927330,439619.6777428570,44.6048186451,52.5290138493,9.3449190028,0.0004400000,0.0404178145,Tort,Proportional Comparative Fault 51%,C,722815.2500000000,13838.9025000000,52.2306772520
Dist. of Columbia,DC,2013.0000000000,Q3,2013 Q3,50248.0000000000,6593226.0000000000,673.0000000000,50248.0000000000,7327445.0000000000,2977.0000000000,50248.0000000000,830507.0000000000,634.0000000000,41993.0000000000,3061052.0000000000,2111.0000000000,40136.0000000000,9777216.0000000000,4159.0000000000,0.0133935679,0.0592461391,0.0126174176,0.0502702831,0.1036226829,9796.7696879643,2461.3520322472,1309.9479495268,1450.0483183325,2350.8574176485,131.2137000478,145.8256049992,16.5281603248,72.8943395328,243.6021526809,8749.9061149912,1.6242403973,0.0217543741,0.0962299726,0.0204937194,0.0816510247,0.1683081476,0.9999997935,0.0000002065,45381.5016193629,29.9000000000,,0.4026912982,0.0000000000,1.0000000000,0.0015708954,0.0525014027,0.3813819018,0.0000000000,#REF!,1032246.8299176500,,95.2430105118,10.9182159872,,0.0000312500,0.0224722450,Tort,Pure Contributory Negligence,O,404414.5000000000,3417.0782500000,118.3509625511
Florida,FL,2013.0000000000,Q3,2013 Q3,1963545.0000000000,396004373.0000000000,18911.0000000000,2062204.0000000000,215103583.0000000000,73682.0000000000,2046150.0000000000,256541562.0000000000,50665.0000000000,1736010.0000000000,87700177.0000000000,89719.0000000000,1656391.0000000000,268565438.0000000000,85365.0000000000,0.0096310500,0.0357297338,0.0247611368,0.0516811539,0.0515367446,20940.4247792290,2919.3504926576,5063.4868646995,977.4983782699,3146.0837345516,201.6782772995,104.3076160263,125.3776907851,50.5182441345,162.1389140608,14015.0010376753,1.0140527957,0.0097663931,0.0362318365,0.0251091000,0.0524074186,0.0522609800,0.8156339852,0.1843660148,4574.4446049481,25.9250000000,29.4000000000,0.2923843631,0.9243298840,0.0756701160,0.0354233007,0.0875075485,0.8905946935,14.1150000000,#REF!,848879.9880641420,414652.5414904460,24.3257550199,4.8828873498,2.0251664257,0.0031100000,0.0368539272,Tort,Pure Comparative Fault,C,13726976.0000000000,270835.3050000000,50.6838500985
Georgia,GA,2013.0000000000,Q3,2013 Q3,1220867.0000000000,188679916.0000000000,14145.0000000000,1220867.0000000000,144415788.0000000000,48066.0000000000,0.0000000000,0.0000000000,0.0000000000,927971.0000000000,61277603.0000000000,40552.0000000000,884506.0000000000,154042743.0000000000,48075.0000000000,0.0115860286,0.0393703819,0.0000000000,0.0436996415,0.0543523730,13338.9831035702,3004.5310198477,0.0000000000,1511.0870733873,3204.2172230889,154.5458399646,118.2895335856,0.0000000000,66.0339633458,174.1568095638,16496.4108086845,0.8615177659,0.0099815695,0.0339182834,0.0000000000,0.0376480175,0.0468255349,0.7621158796,0.2378841204,2951.9628398217,26.8500000000,27.3500000000,0.3234084879,0.8104521284,0.1895478716,0.0418756542,0.0545332068,0.8993716254,15.2100000000,#REF!,779587.8133700040,159167.8382085980,12.5797921424,2.4623492996,2.0816165092,0.0040000000,0.0342583302,Tort,Proportional Comparative Fault 50%,N,6600645.5000000000,270339.3525000000,24.4161474789
Hawaii,HI,2013.0000000000,Q3,2013 Q3,147301.0000000000,9407638.0000000000,300.0000000000,147301.0000000000,14666772.0000000000,5500.0000000000,147301.0000000000,6789819.0000000000,2125.0000000000,114560.0000000000,3265405.0000000000,2293.0000000000,108343.0000000000,18070091.0000000000,6896.0000000000,0.0020366461,0.0373385109,0.0144262429,0.0200157123,0.0636497051,31358.7933333333,2666.6858181818,3195.2089411765,1424.0754470127,2620.3728248260,63.8667626153,99.5700775962,46.0948601842,28.5038844274,166.7859575607,11023.5683402172,1.2892332633,0.0026257118,0.0481380503,0.0185987922,0.0258049221,0.0820593170,0.8181313711,0.1818686289,2353.4918144964,26.4000000000,28.0750000000,0.3899066941,0.2834525738,0.7165474262,0.0281989830,0.0575072156,0.8089506231,0.0000000000,#REF!,1419032.4959888400,479234.2306591670,20.9253723967,6.1732521269,0.9319757930,0.0010575000,0.0448709954,Tort,Proportional Comparative Fault 51%,C,915033.0000000000,9655.3840000000,94.7691982007
Idaho,ID,2013.0000000000,Q3,2013 Q3,182510.0000000000,15352142.0000000000,1148.0000000000,182510.0000000000,12337606.0000000000,4462.0000000000,0.0000000000,0.0000000000,0.0000000000,138608.0000000000,8697735.0000000000,14014.0000000000,130983.0000000000,14271993.0000000000,4617.0000000000,0.0062900663,0.0244479755,0.0000000000,0.1011052753,0.0352488491,13372.9459930314,2765.0394441954,0.0000000000,620.6461395747,3091.1832358675,84.1167168922,67.5996164594,0.0000000000,62.7505988110,108.9606513822,14514.6256271188,0.9791469205,0.0061588990,0.0239381599,0.0000000000,0.0989969190,0.0345138020,0.4164565691,0.5835434309,1925.7839967559,18.8750000000,23.7250000000,0.3088437635,0.8449479830,0.1550520170,0.0563074340,0.0631664243,0.8824120764,5.6250000000,#REF!,562614.7187375130,107158.0407322350,26.4322486794,6.2526813531,2.6504063706,0.0075550000,0.0416556975,Tort,Proportional Comparative Fault 50%,N,1106858.0000000000,98850.5395000000,11.1972884073
Illinois,IL,2013.0000000000,Q3,2013 Q3,1507405.0000000000,171083768.0000000000,10243.0000000000,1507405.0000000000,153294051.0000000000,51848.0000000000,0.0000000000,0.0000000000,0.0000000000,1331727.0000000000,75398723.0000000000,52061.0000000000,1269338.0000000000,207832290.0000000000,69133.0000000000,0.0067951214,0.0343955340,0.0000000000,0.0390928471,0.0544638229,16702.5059064727,2956.6049027928,0.0000000000,1448.2765025643,3006.2674844141,113.4955556072,101.6940045973,0.0000000000,56.6172518842,163.7328197848,12733.5721058773,1.1161008762,0.0075840410,0.0383888857,0.0000000000,0.0436315609,0.0607871204,0.7553555865,0.2446444135,4100.5670726635,28.2750000000,25.7500000000,0.3481898754,0.7971871834,0.2028128166,0.0508469191,0.0600662962,0.8209644159,10.3950000000,#REF!,754730.0077899560,128950.5067704430,33.0424100756,6.7028203943,1.0269779054,0.0004800000,0.0337158441,Tort,Proportional Comparative Fault 51%,N,8255122.7500000000,305153.6500000000,27.0523480548
Indiana,IN,2013.0000000000,Q3,2013 Q3,576793.0000000000,52355635.0000000000,3450.0000000000,576793.0000000000,50889387.0000000000,17552.0000000000,0.0000000000,0.0000000000,0.0000000000,484416.0000000000,27462851.0000000000,18404.0000000000,461709.0000000000,65208016.0000000000,21706.0000000000,0.0059813486,0.0304303277,0.0000000000,0.0379921390,0.0470122956,15175.5463768116,2899.3497607110,0.0000000000,1492.2218539448,3004.1470561135,90.7702329952,88.2281633099,0.0000000000,56.6927000760,141.2318494983,17447.1066106306,0.8145735165,0.0048722482,0.0247877390,0.0000000000,0.0309473903,0.0382949710,0.6243932390,0.3756067610,2045.6736108696,22.2000000000,26.0250000000,0.2879561311,0.7486301203,0.2513698797,0.0422145913,0.0664389966,0.9183219617,10.4325000000,#REF!,798127.2641685760,206876.9725899540,20.0505793931,9.1250465286,0.2296454651,0.0027375000,0.0366449459,Tort,Proportional Comparative Fault 51%,N,4493302.2500000000,203447.0572500000,22.0858552133
Iowa,IA,2013.0000000000,Q3,2013 Q3,329039.0000000000,16705062.0000000000,1216.0000000000,329039.0000000000,23431729.0000000000,8477.0000000000,0.0000000000,0.0000000000,0.0000000000,270496.0000000000,21904401.0000000000,13217.0000000000,264763.0000000000,28076397.0000000000,10320.0000000000,0.0036956106,0.0257629035,0.0000000000,0.0488620904,0.0389782560,13737.7154605263,2764.1534741064,0.0000000000,1657.2899296361,2720.5811046512,50.7692461988,71.2126191728,0.0000000000,80.9786503312,106.0435068344,14632.6386179807,0.9712500497,0.0035893619,0.0250222213,0.0000000000,0.0474573077,0.0378576331,0.4031539599,0.5968460401,2146.0568566574,17.1500000000,22.1750000000,0.3148661725,0.7395454410,0.2604545590,0.0652424201,0.0759108905,0.8932877610,8.7525000000,#REF!,467500.4857985080,91006.8916392970,24.4992282955,6.2149731904,3.7854860910,0.0046575000,0.0383714152,Tort,Proportional Comparative Fault 51%,N,2162074.7500000000,234795.5820000000,9.2083280766
Kansas,KS,2013.0000000000,Q3,2013 Q3,340942.0000000000,25757271.0000000000,1188.0000000000,340942.0000000000,28938210.0000000000,9655.0000000000,340942.0000000000,8539025.0000000000,4089.0000000000,245816.0000000000,50909903.0000000000,22289.0000000000,255535.0000000000,33766775.0000000000,10924.0000000000,0.0034844636,0.0283185996,0.0119932423,0.0906735119,0.0427495255,21681.2045454545,2997.2252718799,2088.2917583761,2284.0819686841,3091.0632552179,75.5473687607,84.8772225188,25.0453889518,207.1057335568,132.1414874675,15015.8216825683,0.9464650876,0.0032979232,0.0268025659,0.0113511851,0.0858193134,0.0404609334,0.5185145851,0.4814854149,2166.0057370219,18.2000000000,21.8000000000,0.3289527058,0.8727028369,0.1272971631,0.0720485694,0.0728752290,0.9162300147,6.8100000000,#REF!,517873.0091665750,56637.1869830047,25.0743181404,5.0271390857,2.7968333224,0.0049000000,0.0379260515,No-Fault,Proportional Comparative Fault 50%,C,2017826.5000000000,287053.0997500000,7.0294537901
Kentucky,KY,2013.0000000000,Q3,2013 Q3,607397.0000000000,80693988.0000000000,4046.0000000000,607397.0000000000,54093778.0000000000,17621.0000000000,607397.0000000000,42322256.0000000000,10404.0000000000,436560.0000000000,25665092.0000000000,22268.0000000000,398327.0000000000,59596322.0000000000,17656.0000000000,0.0066612117,0.0290106800,0.0171288301,0.0510078798,0.0443253909,19944.1393969352,3069.8472277396,4067.8831218762,1152.5548769535,3375.4147032170,132.8521346006,89.0583555730,69.6780787524,58.7893806121,149.6165763305,15638.8065438373,0.9087618639,0.0060534552,0.0263637996,0.0155660275,0.0463540159,0.0402812249,0.4542773210,0.5457226790,2362.3395420917,20.5000000000,26.2750000000,0.3081303745,0.9322995503,0.0677004497,0.0266689543,0.0671410224,0.9237137048,13.1275000000,#REF!,763340.5292521650,186060.7275798290,35.4121990119,10.0511475919,2.1014631314,0.0073925000,0.0411357167,Choice No-Fault,Pure Comparative Fault,C,3010770.7500000000,165809.0580000000,18.1580595555
Louisiana,LA,2013.0000000000,Q3,2013 Q3,461229.0000000000,112946103.0000000000,7598.0000000000,461229.0000000000,63323473.0000000000,18541.0000000000,0.0000000000,0.0000000000,0.0000000000,363713.0000000000,28332468.0000000000,30086.0000000000,353135.0000000000,83012161.0000000000,23849.0000000000,0.0164733787,0.0401991202,0.0000000000,0.0827190670,0.0675350787,14865.2412476968,3415.3213418909,0.0000000000,941.7160140929,3480.7396955847,244.8807490422,137.2929130649,0.0000000000,77.8978700239,235.0720291107,14553.1822738847,0.9765528059,0.0160871242,0.0392565636,0.0000000000,0.0807795369,0.0659515706,0.5826713180,0.4173286820,3812.8275583141,23.5000000000,30.4750000000,0.2773808794,0.5614925463,0.4385074537,0.0431694416,0.0741201708,0.9229323212,14.4350000000,#REF!,715220.3505947700,218871.9056565270,24.7595344430,2.9707927448,2.0722936705,0.0018675000,0.0351059199,Tort,Pure Comparative Fault,N,3266607.2500000000,129968.5090000000,25.1338364588
Maine,ME,2013.0000000000,Q3,2013 Q3,120328.0000000000,9679972.0000000000,491.0000000000,120328.0000000000,9272220.0000000000,3546.0000000000,0.0000000000,0.0000000000,0.0000000000,98315.0000000000,3829287.0000000000,4458.0000000000,90677.0000000000,10640430.0000000000,4190.0000000000,0.0040805133,0.0294694502,0.0000000000,0.0453440472,0.0462079689,19714.8105906314,2614.8392554992,0.0000000000,858.9697173620,2539.4821002387,80.4465461073,77.0578751413,0.0000000000,38.9491634033,117.3443100235,13998.5201364459,1.0152466722,0.0041427275,0.0299187612,0.0000000000,0.0460353930,0.0469124867,0.2742698520,0.7257301480,2873.4882704255,19.6000000000,25.7750000000,0.2642449184,0.8812615839,0.1187384161,0.0368049504,0.0826676238,0.8802988789,12.2825000000,#REF!,607511.1911031960,253023.4988859600,28.1670196682,14.9576080196,1.8183900146,0.0057675000,0.0427711537,Tort,Proportional Comparative Fault 50%,N,1010586.2500000000,46904.8275000000,21.5454635240
